a person cutting a piece of paper with scissors ., MIT_data/training/painting/yt-Oe6NrPU_6HI_199.jpg
a man sitting at a table in front of a microphone ., MIT_data/training/smoking/yt-IeeEZo9ISYw_84.jpg
a group of people sitting around a table ., MIT_data/training/photographing/getty-bride-and-bridesmaid-posing-for-photo-video-id584791650_7.jpg
a black and white photo of a man on a toilet ., MIT_data/training/wetting/flickr-5-2-3-2-6-3-9-2-25452326392_23.jpg
a woman standing in front of a bathroom sink ., MIT_data/training/cleaning/yt-ni-Qoa34rcc_405.jpg
a close up of a bird on a tree branch, MIT_data/training/licking/getty-bristol-zoos-handreared-baby-gorilla-finally-living-with-animal-for-video-id642246336_12.jpg
a person holding a pair of scissors in their hands ., MIT_data/training/dripping/yt-u0Ivf2Fj5zI_160.jpg
a man in a suit and tie is smiling ., MIT_data/training/adult+female+speaking/yt-xZmD5N-aJAE_206.jpg
a person riding a surf board on a wave, MIT_data/training/slipping/8BsSXVaPoI8_318.jpg
a group of people sitting around a table ., MIT_data/training/autographing/getty-emma-watson-tries-to-sign-autographs-for-fans-as-she-arrives-at-the-video-id119044626_23.jpg
a person holding a pair of scissors in their hands ., MIT_data/training/painting/yt-YMI-qt7SzQo_76.jpg
a man standing next to a woman in a kitchen ., MIT_data/training/feeding/getty-farmer-seikou-sekimura-feeds-chinese-herbs-to-cows-at-his-farm-in-video-id638067994_25.jpg
a man holding a nintendo wii game controller ., MIT_data/training/adult+male+speaking/yt-pY1PMX63x9s_273.jpg
a woman in a red shirt and a black tie, MIT_data/training/child+singing/peeks-www_k_to_keek_MtP1eab_15.jpg
a microwave oven sitting on top of a table ., MIT_data/training/rubbing/yt-_igGTvJLJGU_78.jpg
a man riding a skateboard on top of a ramp ., MIT_data/training/overflowing/vb-hydroelectric-power-station-odtmxov_11.jpg
a man holding a nintendo wii game controller ., MIT_data/training/laughing/yt-C54jAu2YS9Y_163.jpg
a group of people on a field playing baseball ., MIT_data/training/cheering/RpkHFz2BF1A_121.jpg
a group of people standing around each other ., MIT_data/training/stomping/yt-0LuRRIRiYi4_250.jpg
a man is cutting a cake with a knife ., MIT_data/training/manicuring/yt-KRU-t4n1CKA_132.jpg
a person riding a snowboard down a snow covered slope ., MIT_data/training/snowing/yt-0bkmUXjwKaA_14.jpg
a couple of women sitting next to each other ., MIT_data/training/wrestling/yt-y2ZtHPeP4Vs_5.jpg
a stack of books sitting on top of a bed ., MIT_data/training/packing/5-2-7-8-3-2-7-9-5352783279_41.jpg
a woman laying on a bed with a book ., MIT_data/training/massaging/getty-physiotherapist-stretching-the-leg-of-a-lying-patient-video-id150391581_7.jpg
a woman holding an umbrella in the rain ., MIT_data/training/raining/getty-businesswoman-exposing-to-the-rain-video-id460709877_3.jpg
a black and white photo of a man with a baseball bat ., MIT_data/training/catching/giphy-dtXVgNn1qrKP6_1.jpg
a person holding a cell phone in their hand ., MIT_data/training/repairing/yt-CVN94wbQIRI_55.jpg
a woman sitting in front of a laptop computer ., MIT_data/training/socializing/getty-business-woman-on-telephone-video-id460904516_9.jpg
a man and a woman standing next to each other ., MIT_data/training/injecting/getty-medical-worker-giving-a-vaccination-to-a-hispanic-child-usa-video-id131214914_6.jpg
a man in a suit and tie holding a microphone ., MIT_data/training/drumming/giphy-dTgrOINC23kli_0.jpg
a baseball player holding a bat on a field ., MIT_data/training/pitching/giphy-VMnCKWDAIS7Dy_0.jpg
a red car is parked on the side of the road ., MIT_data/training/tuning/giphy-TPBKZR1mbjkre_2.jpg
a man is flying a kite in a park ., MIT_data/training/sprinkling/getty-sprinkler-video-id638169266_1.jpg
a pair of scissors sitting on top of a table ., MIT_data/training/stitching/yt-l9qRaSmahtM_139.jpg
a car is parked on the side of the road ., MIT_data/training/driving/yt-GQ_0nK6-vNg_108.jpg
a person laying on a bed with a blanket ., MIT_data/training/massaging/yt-EeregtjmxYQ_121.jpg
a couple of birds standing on top of a lush green field ., MIT_data/training/destroying/getty-medium-tiltdown-a-animation-depicts-a-human-body-falling-to-the-video-id142618214_3.jpg
a person holding a pair of scissors in their hands ., MIT_data/training/drawing/V-GQaY34KlI_70.jpg
a group of people standing next to a truck ., MIT_data/training/bulldozing/yt-hT12g35_hJo_8.jpg
a group of people sitting on a couch playing a video game ., MIT_data/training/clapping/flickr-4-8-6-3-4-7-7-4-5048634774_11.jpg
a couple of women sitting on top of a couch ., MIT_data/training/overflowing/vb-friends-watching-tv-together-and-throwing-pop-corn-178234_41lhh_3.jpg
a bird that is standing on a rock ., MIT_data/training/ascending/getty-little-turtle-clamber-sand-on-the-beach-video-id175712355_1.jpg
a close up of a vase with flowers in it, MIT_data/training/spreading/getty-lesser-celandine-flowering-spring-united-kingdom-blue-screen-video-id139686244_16.jpg
a woman holding a kite in her hands ., MIT_data/training/picking/yt-M4t3KcZZva0_126.jpg
a crowd of people walking down a street ., MIT_data/training/queuing/getty-visitors-lining-up-in-st-peter-square-to-enter-basilica-rome-italy-video-id96158774_6.jpg
a picture of a plane flying in the sky ., MIT_data/training/walking/0u5MX8zZn7U_31.jpg
a group of people on a field playing soccer ., MIT_data/training/playing+sports/getty-offensive-line-step-up-to-line-of-scrimmage-crouch-into-ready-and-video-id607510526_28.jpg
a large clock tower towering over a city ., MIT_data/training/driving/yt-zXcwFfgG2oE_81.jpg
a group of people standing on top of a lush green field ., MIT_data/training/swerving/yt-hWaAIx_POsg_616.jpg
a couple of dogs that are standing in the snow ., MIT_data/training/licking/flickr-4-4-8-8-7-2-4-7-6944887247_21.jpg
a black bear standing on top of a rocky hillside ., MIT_data/training/overflowing/getty-floodwaters-in-hd-with-sound-video-id175962356_3.jpg
a large elephant standing next to a tree ., MIT_data/training/clapping/getty-group-of-basarwa-children-sitting-among-roots-of-large-tree-as-elders-video-id1BT10322_t004_1.jpg
a group of people standing next to a train ., MIT_data/training/boarding/giphy-12arwiYX8Ak6qY_0.jpg
a bird sitting on top of a window sill ., MIT_data/training/barking/yt-tX5TO2a0tZw_47.jpg
a woman in a dress holding a teddy bear ., MIT_data/training/giving/getty-earthquake-luton-woman-helps-with-relief-effort-pakistan-ext-lms-video-id843532954_55.jpg
a view of a street with a clock on it ., MIT_data/training/spitting/meta-10015776_97.jpg
a man and a child are playing in the water ., MIT_data/training/diving/flickr-3-3-7-3-7-9-2-7-2633737927_23.jpg
a dog sitting in the driver 's seat of a car ., MIT_data/training/barking/yt-EwRAJP4QTM8_47.jpg
a baseball player swinging a bat at a ball, MIT_data/training/pitching/vine-MXlDewFFF2T_1.jpg
a bunch of books that are on a shelf ., MIT_data/training/painting/giphy-LtWZZOx1Hzgt2_14.jpg
a baseball player pitching a ball on top of a field ., MIT_data/training/playing+sports/giphy-f6hhKezTzJqsE_2.jpg
a black and white photo of a man sitting on a chair ., MIT_data/training/whistling/yt-eOTyYCUfPmk_3.jpg
a person holding a pair of scissors in their hands ., MIT_data/training/stitching/yt-xd22s1hcC7g_194.jpg
a woman is standing on a surfboard in the water ., MIT_data/training/balancing/getty-group-of-women-in-the-gym-jumping-on-a-mini-trampoline-video-id503100462_8.jpg
a man standing next to a fire hydrant ., MIT_data/training/shoveling/getty-shot-of-workmen-level-in-pits-on-street-for-works-at-sewage-pipe-video-id454382259_12.jpg
a man standing on a surfboard in a pool ., MIT_data/training/splashing/yt-MT28VVdY8nc_8.jpg
a group of people standing in a room ., MIT_data/training/autographing/getty-julian-lennon-signs-autographs-and-poses-for-photographers-at-the-video-id116160874_21.jpg
a man and a dog sitting on a bench ., MIT_data/training/cutting/giphy-l0K4b9D9bS66XKmI0_1.jpg
a man holding a skateboard in his hands ., MIT_data/training/squatting/yt-70O2W0RNiN8_38.jpg
a man in a wet suit holding a surfboard ., MIT_data/training/bathing/giphy-3oz8xLQJLLH2fbynbW_0.jpg
a baseball player swinging a bat at a ball, MIT_data/training/fighting/yt-v8GABv0KnUg_70.jpg
a couple of people that are in a room, MIT_data/training/waking/giphy-c1aiP2tC9ESm4_1.jpg
a view of a plane flying in the sky ., MIT_data/training/storming/yt-o13U6bOyiHY_5.jpg
a laptop computer sitting on top of a desk ., MIT_data/training/drawing/giphy-YTTXjBm4Yx4YM_2.jpg
a stop sign with graffiti written on it, MIT_data/training/flipping/giphy-3oriePr8XdJR1368OA_0.jpg
a man standing on a beach holding a surfboard ., MIT_data/training/pulling/flickr-9-0-3-0-4-2-3-7-3790304237_24.jpg
a little girl standing next to a little girl ., MIT_data/training/crawling/vine-Crawling-twins-thegreatscape-MBezM7YOTQY_1.jpg
a person taking a picture of a mirror, MIT_data/training/dancing/yt-BEPxPkQY6V8_835.jpg
a woman is sitting on a bathtub in a bathroom ., MIT_data/training/bathing/giphy-Wa20G5pBZz904_0.jpg
a close up of a piece of cake on a plate, MIT_data/training/stirring/getty-butter-was-kneaded-by-stainless-steel-egg-whisk-video-id579117484_15.jpg
a man standing in front of a microphone ., MIT_data/training/drumming/yt-PVPoCSDZ6fM_162.jpg
a large body of water with a bridge in the background ., MIT_data/training/hanging/getty-drone-natural-rock-arches-in-china-video-id607050437_2.jpg
a close up of a sliced orange on a plate, MIT_data/training/slicing/getty-making-orange-slices-video-id162682465_17.jpg
a group of planes flying in the sky ., MIT_data/training/flying/flickr-9-4-8-3-9-9-1-4-7294839914_5.jpg
a pair of scissors and a pair of scissors ., MIT_data/training/drawing/hsMP4XpgfXA_58.jpg
a woman laying on a bed with a dog ., MIT_data/training/howling/vine-hQ59wUIwDiX_1.jpg
a giraffe standing in the middle of a field ., MIT_data/training/hunting/yt-w_wZvuHvr1o_100.jpg
a man in a suit and tie holding a cell phone ., MIT_data/training/photographing/getty-adult-woman-taking-photo-with-camera-video-id843041732_4.jpg
a man in a suit and tie holding a beer ., MIT_data/training/waving/giphy-l4tpXopJ3J0Q_0.jpg
a group of people standing around a tv ., MIT_data/training/shouting/flickr-6-0-5-7114827605_43.jpg
a large clock tower towering over a city ., MIT_data/training/boating/getty-new-york-city-skyline-video-id698844885_65.jpg
a close up of a person holding an open umbrella, MIT_data/training/opening/flickr_R-5-6-4-1-7-6-6-6-11256417666_6.jpg
